Article	playstation	windows	series	up	360	music	design	graphics	sony	computer	adventure	switch	nes	billion	reality	kinect	flight	consoles	augmented	sound	atari	mobile	user	ar	interface	interactive	simulator	fiction	table	development	ball	platform	rockstar	virtual	online	fallout	million	us	console	taito	2600	boy	xbox	interfaces	sports	strategy	tennis	realtime	x	industry	testing	logic	lisp	studio	operating	information	c	engineering	design	java	security	systems	algorithm	scrum	test	cobol	ios	algorithms	science	agile	usability	command	compiler	quality	comments	requirements	parallel	assembly	product	team	sprint	language	functional	loop	microsoft	netbeans	tests	hopper	list	xcode	virtual	ada	data	n	code	object	performance	lovelace	comment	concurrent
Engineering	0	0	1	0	0	1	34	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	1	5	0	0	1	9	2	215	34	0	2	19	0	0	1	0	0	0	58	0	0	0	0	2	1	5	0	1	5	0	0	1	1	0	0	0	3	0	11	0	0	0	3	0	2	1	0	0	0	0
Executable	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	3	0	2	0	15	7	0	0	0	0
Functional_programming	0	0	1	3	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	6	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0	23	2	0	17	7	0	0	3	8	0	3	2	0	3	1	0	0	0	0	1	3	0	0	0	5	0	0	0	2	1	0	0	0	23	98	2	0	0	0	0	17	0	1	0	15	77	6	0	1	0	0	8
Grace_Hopper	0	1	1	3	0	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	1	6	7	7	1	0	0	10	0	1	1	8	0	0	9	2	0	2	7	2	0	1	0	1	0	3	0	15	1	0	1	0	2	85	3	0	0	1	7	0	6	2	0	1	0	0
High-level_language	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	1	0	4	0	2	0	0	0	2	0	0	3	0	1	0	5	0	0	0	0	9	0	0	0	35	1	0	0	0	0	0	2	0	1	0	4	0	22	0	0	0	0	1
History_of_programming_languages	0	0	0	1	0	0	8	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	9	0	5	2	17	1	8	6	1	12	0	0	0	7	0	1	3	0	0	0	6	0	0	0	2	5	0	3	0	47	7	0	0	0	0	4	2	0	0	7	1	0	14	3	1	1	0	2
Information_security	0	3	1	2	0	0	8	2	0	21	0	0	0	0	3	0	0	0	0	1	0	4	9	0	0	0	0	0	0	7	0	1	0	2	1	0	0	6	0	0	0	0	0	0	0	3	0	1	0	8	7	2	0	0	3	219	2	7	8	0	190	41	3	0	3	0	0	3	1	0	0	0	1	3	1	10	1	0	1	6	0	5	2	0	0	0	2	0	2	0	2	0	34	0	2	0	2	0	0	1
Interpreter_(computing)	0	0	0	2	0	0	5	3	0	13	0	3	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	3	6	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	11	0	5	8	3	1	5	3	7	10	2	0	0	1	0	2	2	0	0	4	22	2	0	1	1	1	0	1	0	47	1	0	0	0	0	0	0	0	8	0	7	4	71	8	1	0	0	1
Java_(programming_language)	0	4	0	0	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	0	0	0	0	9	0	22	0	14	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	5	1	16	0	2	198	3	5	0	0	0	1	1	0	0	0	0	2	7	0	3	0	1	1	0	0	0	23	1	0	5	2	0	0	5	0	14	0	8	1	18	13	7	0	5	1
Lean_software_development	0	0	0	3	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	3	0	2	4	0	0	5	0	2	0	0	0	0	1	10	0	0	1	3	0	4	0	0	4	10	0	0	0	0	0	0	3	0	1	0	0	0	1	0	9	0	0	0	0	0
Lisp_(programming_language)	0	0	3	1	0	0	4	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	4	0	3	1	0	0	4	6	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	2	273	0	2	4	24	2	4	7	0	15	1	0	0	1	0	2	3	0	0	3	9	1	0	2	0	4	0	2	0	44	7	10	0	0	0	0	83	0	2	0	26	11	31	19	1	0	0	0
List_of_programming_languages	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	1	0	0	13	0	0	3	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	32	0	0	2	0	0	0	7	0	0	1	2	1	1	3	0	0	0	1
Logic	0	0	1	1	0	1	2	0	0	14	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	7	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	283	0	0	0	2	3	1	2	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0
Logic_programming	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	23	0	1	144	1	0	0	0	2	3	2	0	0	4	1	0	1	0	0	0	1	0	0	0	1	0	0	0	4	1	0	0	0	15	6	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	24
Machine_code	0	0	0	2	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	2	0	4	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	10	0	0	0	19	1	0	0	0	0	0	2	0	3	0	5	0	54	2	1	0	0	1
Maintainability	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
Memory_leak	0	2	0	1	0	0	1	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	10	2	18	0	1	2	0	9	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	1	2	3	10	13	4	0	0	1
Model-driven_development	0	0	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	1	1	10	4	0	0	6	0	1	0	0	0	0	1	2	0	0	1	1	0	1	0	0	2	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0
Naming_conventions_(programming)	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	17	0	0	9	0	1	0	0	0	2	0	0	1	0	0	0	1	1	0	2	0	0	2	1	0	5	0	0	1	0	0	0	3	0	0	2	5	1	13	2	0	0	0	0
NetBeans	0	4	0	1	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	1	21	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	20	2	1	7	0	4	44	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	2	89	0	0	4	2	2	0	2	0	11	1	0	0	0	0
Network_security	0	0	1	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	1	0	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Object-oriented_programming	0	0	0	3	0	0	24	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	7	0	1	0	0	1	0	0	1	0	0	0	0	0	3	0	1	0	0	1	0	1	9	8	0	0	6	11	9	24	9	1	13	0	1	0	2	0	0	4	2	0	5	8	4	0	1	1	1	1	0	0	32	9	0	1	0	0	1	4	0	0	2	40	0	24	74	0	0	0	6
Operating_system	0	47	5	5	0	1	8	6	0	65	0	7	0	0	2	0	0	1	0	3	0	2	40	0	22	1	0	0	0	17	0	1	0	18	0	0	0	1	1	0	0	0	0	4	0	2	0	17	9	1	0	1	0	0	220	19	5	4	8	2	22	167	2	0	0	0	1	3	7	0	0	5	1	1	0	3	2	2	2	1	0	13	1	2	13	0	0	0	6	0	18	0	16	0	18	0	2	0	0	1
Pair_programming	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
Parallel_computing	1	0	1	4	0	0	1	6	1	47	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	4	14	2	1	0	0	18	6	0	0	0	0	8	2	0	0	0	3	0	0	0	109	0	0	1	0	3	0	1	0	0	0	0	3	0	0	0	15	1	2	1	6	0	0	9
Performance_engineering	0	1	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	2	2	0	42	3	1	0	16	0	0	11	0	0	0	0	0	0	0	0	3	0	12	1	0	0	7	0	1	5	0	1	0	4	0	0	0	0	0	8	1	0	0	74	0	0	1
Procedural_programming	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	19	0	0	0	0	0	0	0	0	0	4	0	5	2	0	0	0	5
Profiling_(computer_programming)	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	8	0	3	0	5	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	2	0	2	0	9	2	25	2	16	0	0	0
Programming_language	0	0	0	1	0	0	11	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	5	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	1	3	1	0	5	8	0	2	3	25	3	11	9	1	8	3	0	0	2	0	3	3	0	0	0	5	0	0	0	1	5	1	1	0	142	7	0	0	0	0	2	9	0	2	3	22	0	19	1	1	0	0	2
Programming_language_theory	0	0	0	1	0	0	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	2	0	0	1	10	2	5	0	0	7	2	0	0	0	0	1	7	0	0	0	4	0	0	0	0	0	0	2	0	44	7	0	0	0	0	0	0	0	1	0	0	0	1	3	1	0	0	0
Programming_paradigm	0	0	1	1	0	0	9	4	0	15	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	16	2	0	2	17	10	9	9	3	12	12	5	1	0	2	0	5	3	2	0	0	3	4	0	3	9	7	0	2	0	36	13	0	0	0	0	1	1	0	4	0	10	0	15	10	2	0	0	8
Programming_style	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	0
Programming_tool	0	0	0	3	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	5	4	9	3	1	0	6	0	2	0	0	0	0	3	3	0	1	3	3	0	2	0	0	0	0	0	7	1	0	1	0	0	1	10	1	0	0	2	0	18	3	2	0	0	0
Requirements_analysis	0	0	0	3	0	0	21	2	0	11	0	0	0	0	2	0	0	0	0	0	0	0	6	0	1	0	0	0	0	18	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	1	10	2	32	21	0	6	25	2	2	2	0	0	2	3	5	0	0	2	9	1	112	1	0	7	1	0	11	10	0	2	0	1	1	9	0	2	0	7	1	4	2	5	0	0	1
Scripting_language	0	5	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	6	0	9	1	8	0	0	2	0	8	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	67	1	1	1	0	0	0	1	0	1	0	2	0	9	1	0	0	0	1
Scrum_(software_development)	0	0	0	12	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	55	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	1	5	7	0	0	4	0	139	0	0	0	0	2	15	0	1	1	7	0	10	0	0	103	103	101	1	2	0	0	0	1	1	7	0	0	0	3	0	6	3	1	0	0	0
Software_bug	0	0	0	2	0	0	8	1	0	22	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	8	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	2	4	12	3	0	0	2	1	1	6	8	1	5	9	1	1	2	0	0	1	1	3	0	0	2	5	2	1	0	0	3	2	0	2	0	0	0	0	2	3	6	0	0	1	6	0	32	0	2	0	0	1
Software_construction	0	0	1	2	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	0	0	0	0	4	3	9	14	1	1	1	0	2	6	0	0	0	1	1	0	0	1	8	0	6	0	1	1	0	0	5	1	0	2	0	0	0	0	0	0	0	8	0	38	0	0	0	0	0
Software_deployment	0	2	0	3	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	3	3	1	7	2	1	1	20	0	2	2	0	2	0	3	4	0	1	1	3	0	3	2	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	1	2	1	0	0	0
Software_design	0	0	0	3	0	0	212	2	0	11	0	0	0	0	2	0	0	0	0	2	0	1	12	0	6	0	0	1	0	13	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	4	2	0	1	2	19	3	13	212	1	7	13	5	2	0	0	0	2	5	4	1	0	2	9	0	8	1	1	7	4	0	28	4	1	0	0	0	1	1	0	3	0	9	0	3	3	3	0	0	1
Software_developer	0	0	1	3	0	0	6	0	0	24	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	5	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	4	2	8	3	6	4	0	9	2	0	3	2	0	0	3	0	0	0	0	0	1	1	0	1	1	4	0	3	0	0	0	0	0	0	1	0	0	2	1	0	8	0	0	2	0	0
Software_development	0	0	1	3	0	0	25	2	0	14	0	0	0	0	2	0	0	0	0	1	0	1	3	0	1	0	0	0	0	63	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	3	10	1	1	0	2	24	8	25	25	1	6	18	3	2	0	0	0	2	4	6	0	0	3	6	0	20	2	0	9	5	0	25	7	0	2	0	2	1	0	0	2	0	12	0	9	5	1	0	0	2
Software_development_methodology	0	0	1	7	0	0	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	10	1	16	13	0	0	21	0	5	0	0	0	0	3	19	0	0	1	9	0	12	0	0	3	6	0	2	1	0	0	0	0	1	3	0	0	0	4	0	2	3	0	0	0	0
Software_engineer	0	0	0	3	0	0	3	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	7	1	46	3	0	0	8	0	1	0	0	0	0	9	2	0	1	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	2	3	0	0	0	0
Software_engineering	0	0	0	4	0	0	11	2	0	25	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	21	0	1	0	2	1	0	0	3	0	0	0	0	0	1	0	0	0	1	0	2	8	1	0	0	1	16	1	112	11	1	8	21	2	2	1	0	0	2	13	4	0	0	2	8	0	9	1	0	1	2	0	7	2	0	0	0	0	1	4	0	2	0	4	1	1	2	2	0	0	1
Software_framework	0	0	0	2	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	7	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	2	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	1	0	0	0
Software_maintenance	0	0	1	2	0	0	9	2	0	8	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	0	0	1	9	2	11	9	0	6	10	2	2	3	0	0	2	3	3	0	0	2	7	0	5	1	0	8	4	0	6	2	0	0	0	0	1	0	0	2	0	8	1	9	2	5	0	0	1
Software_portability	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	6	2	6	0	0	0	1	6	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Software_quality	0	0	2	3	0	0	14	2	0	11	0	0	0	0	4	0	0	0	0	1	0	1	14	0	2	1	0	0	1	16	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	5	2	0	0	1	12	2	18	14	0	21	10	2	1	3	0	0	5	4	2	3	0	1	119	0	11	1	0	16	3	0	6	13	1	1	0	1	1	1	0	2	0	19	0	30	3	15	0	1	1
Software_testing	0	0	2	4	0	0	24	2	0	9	0	0	0	0	2	0	0	0	0	1	0	0	13	0	8	1	1	0	4	52	0	1	0	2	0	0	0	1	0	0	0	0	0	4	0	5	0	4	1	1	291	1	0	0	6	21	1	8	24	0	11	15	2	2	138	0	0	3	3	9	4	0	2	27	0	37	1	0	20	11	0	16	9	0	0	0	34	1	1	0	2	0	30	0	41	2	14	0	0	4
Source_code	0	0	0	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	2	2	0	3	1	2	0	0	0	0	0	1	1	0	0	0	4	3	3	0	0	3	2	0	0	16	0	0	0	0	0	0	0	0	2	0	3	0	83	4	0	0	0	0
Source_code_editor	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	1	0	0	0	0	23	0	0	0	0	0
System_programming	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0
Test-driven_development	0	0	0	5	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	3	0	0	41	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	30	2	0	1	1	3	1	2	18	1	1	4	0	1	117	0	0	0	1	1	0	0	2	5	0	15	0	0	4	4	0	0	1	0	1	0	86	0	3	0	0	0	11	0	66	7	1	0	0	0
Text_editor	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	1	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	4	0	0	0	8	0	9	0	2	0	1	0
UML_tool	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	10	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	3	0	20	0	0	0	0	0
Usability	0	0	1	3	0	0	71	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	48	0	13	4	0	0	0	9	0	1	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	34	0	0	0	0	17	0	8	71	0	0	7	0	0	9	0	0	0	2	0	124	0	0	5	0	5	3	0	16	7	0	2	0	0	0	0	9	0	5	0	0	0	10	0	0	4	2	0	0	0
Virtual_machine	0	6	0	0	0	0	6	2	0	15	0	1	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	7	0	4	0	82	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	22	8	1	1	6	4	7	19	2	0	0	0	0	3	1	0	0	0	7	1	0	1	2	0	1	1	0	19	0	0	2	0	0	0	1	0	82	0	1	0	9	2	3	0	0	2
Visual_Studio	0	55	0	4	0	0	8	0	0	2	0	1	0	0	0	0	0	0	0	1	0	4	6	0	7	0	0	0	3	34	0	14	0	4	2	0	2	0	1	0	0	0	1	3	0	1	0	0	1	0	6	2	0	248	2	2	49	0	8	8	1	3	0	0	6	0	0	0	1	0	0	0	7	1	0	0	2	1	6	34	0	28	0	0	92	6	2	0	12	3	4	0	21	0	63	6	5	0	0	1
Visual_programming_language	0	3	1	1	0	6	7	2	0	1	0	0	0	0	0	0	1	0	0	4	0	3	1	0	5	8	0	0	0	6	0	6	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	8	2	7	0	2	1	0	7	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	59	2	0	6	0	0	0	3	0	0	0	16	0	0	3	0	0	0	1
Waterfall_model	0	0	0	4	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	1	9	22	0	0	5	0	2	0	0	0	0	2	5	0	0	1	3	0	12	0	0	3	2	0	1	1	0	0	0	0	1	1	0	0	0	2	0	4	2	0	0	0	0
Xcode	0	3	10	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	2	6	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	63	0	1	0	0	13	0	0	5	0	0	7	0	2	0	0	0	0	137	0	0	0	0	0	6	0	0	0	0	0	3	0	0	2	0	0	0	5	0	0	0	83	1	0	0	0	10	1	0	0	0	0
